纳税人信用等级,社会信用代码,主管税务机关名称,生成时间,纳税人识别号,纳税人名称
A,91110105MA00867606,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105MA00867606,永达理保险经纪有限公司北京望京营业部
A,91110108675059123H,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110108675059123H,北京德顺天地电子科技有限公司
A,91110105MA0086C388,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105MA0086C388,格兰玛特机床设备（北京）有限公司
A,91110108675060589P,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108675060589P,北京才联智通管理顾问有限公司
A,91110105MA0086EE06,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105MA0086EE06,北京宇航乾程科技有限公司
A,91110109700287188H,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109700287188H,北京腾峰装饰工程有限公司
A,91110116MA0051Y2X1,国家税务总局北京市怀柔区税务局,5/4/2025 18:31:18,91110116MA0051Y2X1,欣远卓然（北京）教育科技有限公司
A,91110106592320998E,国家税务总局北京市平谷区税务局,5/4/2025 18:31:18,91110106592320998E,北京中仪北创科技发展有限公司
A,91110115306306125W,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110115306306125W,北京鑫泰盛达机电设备有限公司
A,911101080695671012,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101080695671012,北京厚通益和管理咨询有限责任公司
A,911101053065287996,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,911101053065287996,北京佳亿青年汇投资有限公司
A,91110108684350166H,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108684350166H,安真（北京）商贸有限公司
A,911101133302741432,国家税务总局北京市顺义区税务局,5/4/2025 18:31:18,911101133302741432,北京荣恒康泰工贸有限公司
A,91110302565842918X,国家税务总局北京经济技术开发区税务局,5/4/2025 18:31:18,91110302565842918X,北京中天和祥商贸有限公司
A,91110111MA002Q391Y,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110111MA002Q391Y,北京恒安强商贸有限公司
A,91110112788974766C,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112788974766C,北京汉德鼎印刷有限公司
A,911101026828981286,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911101026828981286,北京永佳合创科技有限公司
A,91110108MA0015727M,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110108MA0015727M,北京亚非兄弟科技有限公司
A,911101086782204535,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101086782204535,北京谷雨健科技有限责任公司
A,91110106677448915Y,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106677448915Y,天津市华维劳务服务有限公司北京分公司
A,911101080804652619,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101080804652619,北京天一四方商贸有限公司
A,91110108600444940Q,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108600444940Q,北京精英煌模型制作中心
A,91110101080477086G,国家税务总局北京市东城区税务局,5/4/2025 18:31:18,91110101080477086G,北京投促汇网络信息有限公司
A,911101087488168358,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101087488168358,北京致信嘉和科技发展有限公司
A,91110111351600008C,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110111351600008C,北京华文苑图书销售有限公司
A,911101085906909526,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101085906909526,北京普世时代科技有限公司
A,91110107318132492W,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110107318132492W,北京汇金建筑装饰有限公司
A,91110105735582697T,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105735582697T,北京世纪明泰经贸有限公司
A,91110105567447073Q,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105567447073Q,北京美之旅国际旅行社有限公司
A,911101085621400562,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101085621400562,北京实创科技园物业服务有限责任公司
A,91110108680460966G,国家税务总局北京市密云区税务局,5/4/2025 18:31:18,91110108680460966G,北京思诺睿景科技有限公司
A,91110106671743040X,国家税务总局北京市西城区税务局,5/4/2025 18:31:18,91110106671743040X,北京恒华宏光液压机电设备有限公司
A,91110105092438391K,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105092438391K,北京汉唐韵文化传媒有限公司
A,91110229777068426N,国家税务总局北京市延庆区税务局,5/4/2025 18:31:18,91110229777068426N,北京四海振富装饰中心
A,91110106051387292X,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106051387292X,北京恒兴益华汽车科技有限公司
A,9111010810201303X9,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,9111010810201303X9,北京阳宸电子技术公司
A,91110113722662698Y,国家税务总局北京市顺义区税务局,5/4/2025 18:31:18,91110113722662698Y,北京百环园林绿化工程有限公司
A,91110108766264771T,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108766264771T,天地融科技股份有限公司
A,91110000678206694T,国家税务总局北京市顺义区税务局,5/4/2025 18:31:18,91110000678206694T,通用磨坊贸易（上海）有限公司北京安泰大街店
A,91110108565822466D,国家税务总局北京市东城区税务局,5/4/2025 18:31:18,91110108565822466D,北京太和盛世国际酒店管理有限公司
A,911101017355775801,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,911101017355775801,汉森珍品（北京）国际货运代理有限公司
A,91110117076598168W,国家税务总局北京市平谷区税务局,5/4/2025 18:31:18,91110117076598168W,北京九州柏林生物科技有限公司
A,911101027855484890,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911101027855484890,北京华通人商用信息有限公司
A,91110108668429042E,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108668429042E,北京博思汇科生物技术有限公司
A,911101055658061912,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,911101055658061912,北京楚尘文化传媒有限公司
A,91110111102827121T,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110111102827121T,北京安顺园房地产开发有限公司
A,91110112082882413Y,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112082882413Y,北京润颐物流有限公司
A,91110108078524146W,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108078524146W,北京瑰意琦行文化传媒有限公司
A,91110106317979915U,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106317979915U,北京俊建环宇建筑工程有限公司
A,91110106306662242K,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106306662242K,北京金源酒店管理有限责任公司
A,31110000773351283P,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,31110000773351283P,上海市方达（北京）律师事务所
A,911102290765752228,国家税务总局北京市延庆区税务局,5/4/2025 18:31:18,911102290765752228,派亚特机械设备（北京）有限公司
A,91110111765013743Y,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110111765013743Y,北京老太太商贸有限公司
A,91110105721410405X,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105721410405X,北京好山河文化传媒有限公司
A,911101051012685080,国家税务总局北京市东城区税务局,5/4/2025 18:31:18,911101051012685080,北京怡光科技有限公司
A,9111010880206150XA,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,9111010880206150XA,北京市城堡物业管理有限公司
A,91110114691655064N,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114691655064N,北京融人电子技术有限公司
A,911101060930829994,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911101060930829994,北京科创能动科技有限公司
A,911101057868650485,国家税务总局北京市密云区税务局,5/4/2025 18:31:18,911101057868650485,北京兴盛力天医疗设备有限公司
A,911101086851016636,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101086851016636,北京康正国际资产评估有限公司
A,91110106MA008LJY7N,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106MA008LJY7N,北京朗特慕电气有限公司
A,91110117736453870E,国家税务总局北京市平谷区税务局,5/4/2025 18:31:18,91110117736453870E,北京东方依水源房地产开发有限公司
A,911101063355376865,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911101063355376865,北京玉泽粮农商贸有限公司
A,91110115786864942X,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110115786864942X,北京佳杰顺通运输有限公司
A,91110000569536491X,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110000569536491X,北京房开控股集团有限公司
A,9111010158766178XM,国家税务总局北京市东城区税务局,5/4/2025 18:31:18,9111010158766178XM,北京高远和融餐饮管理有限公司
A,911101090741372533,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,911101090741372533,北京华宇北创科技有限公司
A,91110108587704946L,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108587704946L,北京祥瑞嘉和科技有限公司
A,91110106102165383R,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106102165383R,北京惠鼎皮业有限公司
A,91110106MA005JD417,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106MA005JD417,魅联（北京）科技有限公司
A,911101085514459115,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101085514459115,北京森博尔生物技术有限公司
A,91110101071654167B,国家税务总局北京市东城区税务局,5/4/2025 18:31:18,91110101071654167B,北京华峰杰礼经贸有限公司
A,911101065712110123,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911101065712110123,北京枫叶蓝莓文化艺术有限公司
A,91110106596002399F,国家税务总局北京市延庆区税务局,5/4/2025 18:31:18,91110106596002399F,北京海图音科技发展有限公司
A,9111010577860581X7,国家税务总局北京市怀柔区税务局,5/4/2025 18:31:18,9111010577860581X7,阿玛格（北京）医疗器械有限公司
A,91110101101292778L,国家税务总局北京市东城区税务局,5/4/2025 18:31:18,91110101101292778L,北京二开万博特电气有限责任公司
A,91110108580811204U,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108580811204U,北京中科普德科技有限公司
A,91110113093083916X,国家税务总局北京市顺义区税务局,5/4/2025 18:31:18,91110113093083916X,北京京博汇元纸业有限公司
A,911101056699115359,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,911101056699115359,北京金时财富图书有限公司
A,91110228600097010Q,国家税务总局北京市密云区税务局,5/4/2025 18:31:18,91110228600097010Q,北京东佳阀门有限公司
A,91110117330256930X,国家税务总局北京市平谷区税务局,5/4/2025 18:31:18,91110117330256930X,北京济东伟业科技有限公司
A,9111010878897079X1,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,9111010878897079X1,北京心缘嘉业人力资源管理咨询有限公司
A,9111010563431356XG,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,9111010563431356XG,北京华云洁加油站有限公司
A,9111010574610501XA,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,9111010574610501XA,北京中雅汉洁清洗有限公司
A,91110113787782164G,国家税务总局北京市顺义区税务局,5/4/2025 18:31:18,91110113787782164G,安邦财产保险股份有限公司北京市顺义支公司
A,91110114348274651B,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114348274651B,北京东升联创科技孵化器有限公司
A,91110114348277190M,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114348277190M,北京隆昂科技有限公司
A,91110114348277625A,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114348277625A,北京红杉铭德股权投资中心（有限合伙）
A,91110114348278839A,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114348278839A,北京誉德信达科技发展有限公司
A,911101143482856681,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,911101143482856681,北京德瑞鸿建筑装饰工程有限公司
A,91110114348287807H,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114348287807H,北京天富来生物科技有限公司
A,91110114556862319L,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556862319L,北京京卫昌盛保安服务有限公司
A,91110114556865392W,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556865392W,北京亚安新能航天科技有限公司
A,91110114556873720F,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556873720F,北京绿人科技有限责任公司
A,91110114556877027A,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556877027A,北京丹迪兰商贸有限公司
A,91110114556878986P,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556878986P,北京市质易达工程监理有限责任公司
A,91110114556878994J,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556878994J,北京赛思科系统工程有限责任公司
A,91110114556887962R,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556887962R,北京永宝昌地源热泵中央空调技术有限责任公司
A,91110114556887989H,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556887989H,北京卓诚惠生生物科技股份有限公司
A,91110114556888789D,国家税务总局北京市顺义区税务局,5/4/2025 18:31:18,91110114556888789D,北京中联裕盛物流有限公司
A,911101145568890449,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,911101145568890449,北京墨轩文阁图书有限公司
A,911101145568915319,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,911101145568915319,北京航天凯旋工程技术有限公司
A,91110114556895348H,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556895348H,北京译诺天下翻译有限公司
A,911101145568962281,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,911101145568962281,生工生物工程（上海）股份有限公司北京销售分公司
A,911101145568973190,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,911101145568973190,北京华维国创电子科技有限公司
A,91110114558501883L,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114558501883L,北京久信天成贸易有限公司
A,911101145585062119,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,911101145585062119,北京万奥信息技术有限公司
A,91110114558507273W,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114558507273W,北京万吉建业建材有限公司
A,91110114558508217A,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114558508217A,北京智尚国际货运代理有限公司
A,91110114558509279X,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114558509279X,北京电科智轩电气技术有限公司
A,91110108MA01C87853,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108MA01C87853,北京玛西商贸有限公司
A,91110108MA01C87A1Q,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110108MA01C87A1Q,北京立保科技有限公司
A,91110108MA01C88J1N,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108MA01C88J1N,北京盈树科技有限公司
A,91110109MA01EDK820,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EDK820,北京宏利欣制冷设备有限公司
A,91110109MA01EDWC14,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EDWC14,北京力佳康健康科技有限公司
A,91110109MA01EEUJ9L,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EEUJ9L,中锐众升（北京）建设有限公司
A,91110109MA01EEXX2M,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EEXX2M,北京立新天宏市政工程有限公司
A,91110109MA01EEYC79,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EEYC79,北京睿德风驰体育文化发展有限公司
A,91110109MA01EFDF0D,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EFDF0D,北京众乐辉煌建筑装饰有限公司
A,91110109MA01EFEC26,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EFEC26,中安伟业（北京）建设发展有限公司
A,91110109MA01EGHX6C,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EGHX6C,京科沣电子技术（北京）有限公司
A,91110109MA01EH4W8Y,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EH4W8Y,北京环宇世通建筑工程有限公司
A,91110109MA01EHAE9M,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EHAE9M,北京龙宸建设工程有限公司
A,91110109MA01EHG29B,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EHG29B,北京大有宏业科技有限公司
A,91110109MA01EHUQ41,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EHUQ41,北京汇达建业建设工程有限公司
A,91110109MA01EKUE45,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110109MA01EKUE45,北京盈奇科技有限公司
A,91110109MA01EL0E69,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EL0E69,北京建鑫友悦建筑工程有限公司
A,91110109MA01EL0R28,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EL0R28,幻乐星球（北京）娱乐文化传媒有限公司
A,91110109MA01EL7L8D,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EL7L8D,北京天工润智机械设备租赁有限公司
A,91110109MA01EM0P93,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EM0P93,北京亮山苗木花卉有限公司
A,91110109MA01EMCW2N,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EMCW2N,北京金旅文建科技发展有限公司
A,91110109MA01EMJK95,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EMJK95,北京钰兴装饰工程有限公司
A,91110109MA01EPED8K,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EPED8K,北京恒泰顺通建筑工程有限公司
A,91110109MA01JU0L5X,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01JU0L5X,北京超森建设有限公司
A,91110109MA01JUREX0,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01JUREX0,北京浪淘优品科技有限公司
A,91110109MA01JWDG2H,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01JWDG2H,北京佳乐缘商贸有限公司
A,91110109MA01JWKL8A,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01JWKL8A,北京江禾腾飞科技有限公司
A,91110109MA01JY610J,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01JY610J,北京双子盛世文化有限公司
A,91110109MA01K0M07B,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K0M07B,北京南极雪科技有限公司
A,91110109MA01K12Q59,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K12Q59,北京华信天启数据处理有限公司
A,91110109MA01K1B93N,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110109MA01K1B93N,北京新丰园商贸有限公司
A,91110109MA01K2LA8H,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K2LA8H,新郑建筑劳务（北京）有限公司
A,91110109MA01K3N607,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K3N607,环宇恒星（北京）文化传播有限公司
A,91110109MA01K5U602,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K5U602,北京咏宝国际市场咨询有限公司
A,91110109MA01K7460X,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K7460X,北京凤鸣晨翔商贸有限公司
A,91110109MA01K85R1H,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K85R1H,北京天财如鑫科技有限公司
A,91110109MA01K9LW7K,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K9LW7K,北京臻瑞永诚科技有限公司
A,91110109MA01KA8X5H,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01KA8X5H,北京冬航卫士保安服务有限公司
A,91110109MA01KABW6L,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01KABW6L,北京广洁伟业环保科技有限公司
A,91110109MA01KB8B8F,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01KB8B8F,北京冠擎工程有限公司
A,91110109MA01KDNN7M,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01KDNN7M,保利物业管理（北京）有限公司门头沟分公司
A,91110109MA01KEQHX7,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01KEQHX7,北京益隆昌科技有限公司
A,91110109MA01KERN5P,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01KERN5P,北京英信达医疗科技有限公司
A,91110109MA01KF526U,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01KF526U,北京嘉业兴建筑工程有限公司
A,911101128024801495,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,911101128024801495,北京市通州永顺汽车修理站
A,911101128024818898,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,911101128024818898,中国建设银行股份有限公司北京通州分行
A,91110112802651956F,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112802651956F,北京珠江中天和置业有限公司
A,911101128028858677,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,911101128028858677,北京惠泽奥科贸中心
A,9111011280288969X0,国家税务总局北京经济技术开发区税务局,5/4/2025 18:31:18,9111011280288969X0,北京科盟机电设备有限责任公司
A,91110112802930330R,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112802930330R,北京宏泰旸房地产开发有限公司
A,91110112802945583F,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110112802945583F,北京天视中宏电梯有限公司
A,9111011280295990X3,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,9111011280295990X3,北京朝兴玻璃钢制品有限公司
A,91110112802962404E,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112802962404E,北京歌德永乐文化发展有限公司
A,91110112L002252108,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112L002252108,北京市天力人体育用品有限公司
A,91110112L00230896Q,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112L00230896Q,北京兴鲁瑞达科技有限公司
A,91110106662185614B,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106662185614B,北京客来客胜商贸有限公司
A,91110112663721976Q,国家税务总局北京经济技术开发区税务局,5/4/2025 18:31:18,91110112663721976Q,北京诺迈尔科技发展有限公司
A,91110106571235217A,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110106571235217A,北京八匹马文化传媒有限公司
A,911101068022261598,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911101068022261598,北京四创华电新材料技术有限公司
A,911101067526271725,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911101067526271725,北京环劳安科技发展有限公司
A,91110107758741275E,国家税务总局北京市顺义区税务局,5/4/2025 18:31:18,91110107758741275E,北京加达加驰汽车服务有限公司
A,91110106782541265T,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106782541265T,北京东昌恒通顺业商贸有限公司
A,9111010675964336X1,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,9111010675964336X1,北京市金维乐电控技术开发有限公司
A,91110106741589625P,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106741589625P,北京勇云诚商贸有限公司
A,9111010674673991XF,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,9111010674673991XF,北京市鑫永盛建材厂
A,911101067334875815,国家税务总局北京经济技术开发区税务局,5/4/2025 18:31:18,911101067334875815,北京阳光丽人服装服饰中心
A,91110106102273325M,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106102273325M,北京南方铜材厂
A,91110102746112324M,国家税务总局北京市西城区税务局,5/4/2025 18:31:18,91110102746112324M,北京德满园涮肉馆
A,91110102788982459D,国家税务总局北京市西城区税务局,5/4/2025 18:31:18,91110102788982459D,北京千龙网都昊天时上上网服务有限公司
A,91110102101476251H,国家税务总局北京市西城区税务局,5/4/2025 18:31:18,91110102101476251H,北京康普特文化发展公司
A,91110106554803366A,国家税务总局北京市平谷区税务局,5/4/2025 18:31:18,91110106554803366A,北京建安成坤自动化技术有限公司
A,91110106102155142F,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106102155142F,北京北信丰元铁路电子设备有限公司
A,91110106600055371L,国家税务总局北京市密云区税务局,5/4/2025 18:31:18,91110106600055371L,古琦时装（北京）有限公司
A,911101068022219568,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911101068022219568,北京都盛商贸有限责任公司
A,911101067000993556,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911101067000993556,北京英科宇科技开发中心
A,911101068022378516,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911101068022378516,北京中铁北方物资有限公司
A,91110106681958790X,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106681958790X,北京保利万源影城有限公司
A,91110302575212661P,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110302575212661P,北京凯弘达科技有限公司
A,91110101569502267H,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110101569502267H,北京瑞途环宇文化传播有限公司
A,9111010668121349XH,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,9111010668121349XH,北京市展顺文化发展有限公司
A,911101028022176662,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,911101028022176662,北京圣医耀科技发展有限责任公司
A,911101087400963519,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101087400963519,北京鹏翔物业管理有限公司
A,91110108684394871N,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108684394871N,北京麦格天农科技发展有限公司
A,911101085960694892,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101085960694892,活力树（北京）网络科技有限公司
A,9111010859965494XE,国家税务总局北京市西城区税务局,5/4/2025 18:31:18,9111010859965494XE,云能投（北京）国际咨询有限公司
A,91110108556801743G,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108556801743G,北京百链网源信息技术有限公司
A,911101085604305197,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101085604305197,北京超星尔雅教育科技有限公司
A,91110108699627463D,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108699627463D,北京龙徽文化发展有限责任公司
A,91110108562124611X,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108562124611X,北京中数集思软件技术有限公司
A,911101087747035002,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101087747035002,北京银远物业管理有限公司
A,9111010810177067X4,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,9111010810177067X4,北京桀亚莱福生物技术有限责任公司
A,911101086336940496,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101086336940496,北京航天广通科技有限公司
A,911101087001457885,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101087001457885,北京国环清华环境工程设计研究院有限公司
A,911101086003680361,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,911101086003680361,北京正有光传输技术有限责任公司
A,91110108802103546R,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108802103546R,北京数码易知科技发展有限责任公司
A,91110108802017429D,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108802017429D,北京帛仁旅游管理有限公司
A,911101087400557367,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,911101087400557367,北京灵州网络技术有限公司
A,91110108793426975T,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108793426975T,北京博创兴盛科技有限公司
A,9111010810204643XW,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,9111010810204643XW,北京新华国际旅游有限公司
A,911100008020952249,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911100008020952249,北京西新隆商贸有限公司
A,911101086723669614,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101086723669614,北京理工国际会议中心有限公司延园招待所
